1892947268810571779,10:00:00,SiM2,FORTS: ‘ьючерсы,SiM2,76796,0.00,200,15359200.00,,,0,,,,B
1892947268810571903,10:00:00,SiM2,FORTS: ‘ьючерсы,SiM2,76987,0.00,182,14011634.00,,,0,,,,B
1892947268810572836,10:00:05,SiM2,FORTS: ‘ьючерсы,SiM2,77100,0.00,978,75403800.00,,,0,,,,B
1892947268810575770,10:00:34,SiM2,FORTS: ‘ьючерсы,SiM2,77165,0.00,200,15433000.00,,,0,,,,B
1892947268810581955,10:02:47,SiM2,FORTS: ‘ьючерсы,SiM2,76700,0.00,118,9050600.00,,,0,,,,S
1892947268810585249,10:03:44,SiM2,FORTS: ‘ьючерсы,SiM2,76800,0.00,300,23040000.00,,,0,,,,B
1892947268810590153,10:05:11,SiM2,FORTS: ‘ьючерсы,SiM2,76800,0.00,160,12288000.00,,,0,,,,B
1892947268810591801,10:05:38,SiM2,FORTS: ‘ьючерсы,SiM2,76650,0.00,118,9044700.00,,,0,,,,S
1892947268810595281,10:06:23,SiM2,FORTS: ‘ьючерсы,SiM2,76500,0.00,154,11781000.00,,,0,,,,S
1892947268810599784,10:07:30,SiM2,FORTS: ‘ьючерсы,SiM2,76250,0.00,150,11437500.00,,,0,,,,S
1892947268810605688,10:08:58,SiM2,FORTS: ‘ьючерсы,SiM2,76079,0.00,248,18867592.00,,,0,,,,S
1892947268810605689,10:08:58,SiM2,FORTS: ‘ьючерсы,SiM2,76079,0.00,252,19171908.00,,,0,,,,S
1892947268810608408,10:09:35,SiM2,FORTS: ‘ьючерсы,SiM2,76070,0.00,168,12779760.00,,,0,,,,S
1892947268810608767,10:09:43,SiM2,FORTS: ‘ьючерсы,SiM2,76011,0.00,297,22575267.00,,,0,,,,S
1892947268810608768,10:09:43,SiM2,FORTS: ‘ьючерсы,SiM2,76011,0.00,203,15430233.00,,,0,,,,S
1892947268810609564,10:10:00,SiM2,FORTS: ‘ьючерсы,SiM2,75962,0.00,239,18154918.00,,,0,,,,B
1892947268810609823,10:10:02,SiM2,FORTS: ‘ьючерсы,SiM2,75900,0.00,127,9639300.00,,,0,,,,S
1892947268810610740,10:10:13,SiM2,FORTS: ‘ьючерсы,SiM2,75925,0.00,619,46997575.00,,,0,,,,B
1892947268810610757,10:10:13,SiM2,FORTS: ‘ьючерсы,SiM2,75925,0.00,200,15185000.00,,,0,,,,B
1892947268810611585,10:10:25,SiM2,FORTS: ‘ьючерсы,SiM2,75821,0.00,301,22822121.00,,,0,,,,S
1892947268810611636,10:10:25,SiM2,FORTS: ‘ьючерсы,SiM2,75800,0.00,500,37900000.00,,,0,,,,S
1892947268810612022,10:10:27,SiM2,FORTS: ‘ьючерсы,SiM2,75861,0.00,215,16310115.00,,,0,,,,B
1892947268810614634,10:11:10,SiM2,FORTS: ‘ьючерсы,SiM2,75750,0.00,458,34693500.00,,,0,,,,B
